sentence,doc_id
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> watches sadly <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>the car<span style=""background-color: hsl(100, 100%, 80%);"">]</b> as <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>it<span style=""background-color: hsl(100, 100%, 80%);"">]</b> drives by , ditching <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>him<span style=""background-color: hsl(25, 100%, 80%);"">]</b> at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the ski lodge bar<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8135
"<h1>doc_4533</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jeff<span style=""background-color: hsl(25, 100%, 80%);"">]</b> and John<span style=""background-color: hsl(0, 100%, 80%);"">]</b> were going to <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>Millionaire Lebowski 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> house<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>They<span style=""background-color: hsl(0, 100%, 80%);"">]</b> were going to tell <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> that <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>his<span style=""background-color: hsl(75, 100%, 80%);"">]</b> wife<span style=""background-color: hsl(100, 100%, 80%);"">]</b> had n't been kidnapped",doc_8135
"And that it was all a setup for <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>him<span style=""background-color: hsl(75, 100%, 80%);"">]</b> to pay the ransom and <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>his<span style=""background-color: hsl(75, 100%, 80%);"">]</b> wife<span style=""background-color: hsl(100, 100%, 80%);"">]</b> to keep the money",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jeff<span style=""background-color: hsl(25, 100%, 80%);"">]</b> was eager to tell <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> to end this story once and for all",doc_8135
"Arriving at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> mansion<span style=""background-color: hsl(50, 100%, 80%);"">]</b> , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>they<span style=""background-color: hsl(0, 100%, 80%);"">]</b> found a car about to enter a fountain",doc_8135
Something had happened,doc_8135
"<h1>doc_5649</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is an important witness in a big case , being escorted by police and questioned by reporters",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Al<span style=""background-color: hsl(25, 100%, 80%);"">]</b> walks near the guarded courtroom , hoping to get more news",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Al<span style=""background-color: hsl(25, 100%, 80%);"">]</b> goes home and tells a friend what <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> was able to learn from a guard",doc_8135
"Since <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is busy , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> ca n't go fishing today",doc_8135
"Richard takes careful notes on what <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> has to say",doc_8135
"<h1>doc_5262</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Matt<span style=""background-color: hsl(0, 100%, 80%);"">]</b> explained <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the woman<span style=""background-color: hsl(25, 100%, 80%);"">]</b> the situation",doc_8135
"It was a complicated story , but <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> listened to every single word <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> said",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> peeked at a family photograph that was standing on the table",doc_8135
"Two parents and <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>a little girl<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> could n't believe how much <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the little girl<span style=""background-color: hsl(50, 100%, 80%);"">]</b> has grown in the last years",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> listened to <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>him<span style=""background-color: hsl(0, 100%, 80%);"">]</b> , but the information was too much to digest",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> needed time to understand <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b> feelings",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Matt<span style=""background-color: hsl(0, 100%, 80%);"">]</b> understood",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> could n't blame <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> left the house and walked out in the frozen city",doc_8135
"Time , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> thought",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> just needs time",doc_8135
"<h1>doc_8676</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was unable to pay <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> hospital bill",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> decided to sneak out",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> walked down the hallway",doc_8135
"No one noticed <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was wearing pants",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> made it out of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the building<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was happy to get out of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the hospital<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> had forgotten <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> shoes",doc_8135
The side walk was very hot,doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> made the best of a bad situation and started walking",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was not going to pay <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the hospital<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<h1>doc_1374</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Tom<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was an experienced security officer",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was taking care of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the president 's son<span style=""background-color: hsl(25, 100%, 80%);"">]</b> , until they were <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>attacked<span style=""background-color: hsl(50, 100%, 80%);"">]</b> by terrorists who wanted to kidnap <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the child<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"When <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> saw <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>this<span style=""background-color: hsl(50, 100%, 80%);"">]</b> , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> ran to <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the child<span style=""background-color: hsl(25, 100%, 80%);"">]</b> , passing by a fountain",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> then managed to reach <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>child<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> carried <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b> and told <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b> to hold <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>him<span style=""background-color: hsl(0, 100%, 80%);"">]</b> tightly",doc_8135
But more enemy forces were arriving,doc_8135
"It was time for <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(0, 100%, 80%);"">]</b> to get into action",doc_8135
"<h1>doc_1829</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Dolphin glasses<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are sitting on <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the table next to the lamp<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>A man<span style=""background-color: hsl(50, 100%, 80%);"">]</b> is confused on why <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>the dolphins<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are sitting there on <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the desk<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>He<span style=""background-color: hsl(50, 100%, 80%);"">]</b> pulls out <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>a dolphin paper with a photo of the animal on <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>it<span style=""background-color: hsl(75, 100%, 80%);"">]</b><span style=""background-color: hsl(75, 100%, 80%);"">]</b>",doc_8135
"Kids are standing on the street talking to <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>a woman on <b><span style=""background-color: hsl(125, 100%, 80%);"">[</span>a car<span style=""background-color: hsl(125, 100%, 80%);"">]</b><span style=""background-color: hsl(100, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>The woman on <b><span style=""background-color: hsl(125, 100%, 80%);"">[</span>the car<span style=""background-color: hsl(125, 100%, 80%);"">]</b><span style=""background-color: hsl(100, 100%, 80%);"">]</b> freaks out and starts to act very weird",doc_8135
"<h1>doc_317</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>A great group of soldiers on the u-boat waiting patiently",doc_8135
"<span style=""background-color: hsl(0, 100%, 80%);"">]</b> <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>They<span style=""background-color: hsl(0, 100%, 80%);"">]</b> see a possible enemy on the starboard side",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>They<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are looking at the Captains waiting for orders",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Christian<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is looking out and sees another ship about a 100 yeards away",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>He<span style=""background-color: hsl(25, 100%, 80%);"">]</b> alerts the other guys to what <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> has seen",doc_8135
"<b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>Samuel<span style=""background-color: hsl(50, 100%, 80%);"">]</b> takes notice and <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>the guys<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are on alert",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>They<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are all thinking through what to do next",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>The guys<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are leaping into action , ready for what enemy may come",doc_8135
"<b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>He<span style=""background-color: hsl(50, 100%, 80%);"">]</b> is using those threatening eyes on the enemy",doc_8135
The recruits are called in to handle the situation,doc_8135
"<h1>doc_262</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Li<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is staring at an image",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is really sad",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Li<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is so sad that <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> shares tears",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Naomie<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is really sick , <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> had sustained injuries from a car accident and had fell into a coma",doc_8135
"<b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>Jamie<span style=""background-color: hsl(50, 100%, 80%);"">]</b> is really devastated looking at <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span><b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>his<span style=""background-color: hsl(50, 100%, 80%);"">]</b> baby girl<span style=""background-color: hsl(25, 100%, 80%);"">]</b> in that condition",doc_8135
"<b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>He<span style=""background-color: hsl(50, 100%, 80%);"">]</b> promises to keep <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b> safe from now on",doc_8135
"<h1>doc_4842</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Natalie<span style=""background-color: hsl(0, 100%, 80%);"">]</b> gets to the dance studio and sees <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Wynona<span style=""background-color: hsl(25, 100%, 80%);"">]</b> going through <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the office drawers<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Natalie<span style=""background-color: hsl(0, 100%, 80%);"">]</b> asks <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Wynona<span style=""background-color: hsl(25, 100%, 80%);"">]</b> what exactly <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is doing here and why is <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> going through <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the dance instructor 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> desk drawers<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Wynona<span style=""background-color: hsl(25, 100%, 80%);"">]</b> leaves in a haste and tells <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Natalie<span style=""background-color: hsl(0, 100%, 80%);"">]</b> that <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> thinks <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the dance instructor<span style=""background-color: hsl(75, 100%, 80%);"">]</b> is having an affair with one of the dancers",doc_8135
And that there are trade offs happening,doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Natalie<span style=""background-color: hsl(0, 100%, 80%);"">]</b> , knowing that it 's <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>her<span style=""background-color: hsl(0, 100%, 80%);"">]</b> <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Wynona<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is speaking about is shocked that anyone knew",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Wynona<span style=""background-color: hsl(25, 100%, 80%);"">]</b> tells <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Natalie<span style=""background-color: hsl(0, 100%, 80%);"">]</b> that <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> needs to find out the facts",doc_8135
"And that <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> will",doc_8135
"<h1>doc_4689</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Roger , Gary and David<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are the chief army officers , who sent <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>a group of soldiers<span style=""background-color: hsl(25, 100%, 80%);"">]</b> in <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>a military chopper<span style=""background-color: hsl(50, 100%, 80%);"">]</b> to find out <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>missing soldiers<span style=""background-color: hsl(75, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>The troops of soldiers<span style=""background-color: hsl(25, 100%, 80%);"">]</b> started searching <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the missing army members<span style=""background-color: hsl(75, 100%, 80%);"">]</b> but <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>they<span style=""background-color: hsl(25, 100%, 80%);"">]</b> found <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>few bodies<span style=""background-color: hsl(100, 100%, 80%);"">]</b> lying down on a nearby vacant area",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>They<span style=""background-color: hsl(25, 100%, 80%);"">]</b> landed <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>their<span style=""background-color: hsl(25, 100%, 80%);"">]</b> helicopter<span style=""background-color: hsl(50, 100%, 80%);"">]</b> and realized that <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the army members <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>they<span style=""background-color: hsl(25, 100%, 80%);"">]</b> were searching<span style=""background-color: hsl(75, 100%, 80%);"">]</b> were dead",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>They<span style=""background-color: hsl(25, 100%, 80%);"">]</b> brought back <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>the dead bodies of <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the army members<span style=""background-color: hsl(75, 100%, 80%);"">]</b><span style=""background-color: hsl(100, 100%, 80%);"">]</b> to <b><span style=""background-color: hsl(125, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>their<span style=""background-color: hsl(25, 100%, 80%);"">]</b> camp<span style=""background-color: hsl(125, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Roger , Gary and David<span style=""background-color: hsl(0, 100%, 80%);"">]</b> got deeply affected by this news and <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>they<span style=""background-color: hsl(0, 100%, 80%);"">]</b> ordered <b><span style=""background-color: hsl(150, 100%, 80%);"">[</span><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>their<span style=""background-color: hsl(0, 100%, 80%);"">]</b> first aid officer , Donald<span style=""background-color: hsl(150, 100%, 80%);"">]</b> , to find out how <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the missing army members<span style=""background-color: hsl(75, 100%, 80%);"">]</b> got killed",doc_8135
"<b><span style=""background-color: hsl(150, 100%, 80%);"">[</span>Donald<span style=""background-color: hsl(150, 100%, 80%);"">]</b> with <b><span style=""background-color: hsl(150, 100%, 80%);"">[</span>his<span style=""background-color: hsl(150, 100%, 80%);"">]</b> first aid box rushed towards <b><span style=""background-color: hsl(125, 100%, 80%);"">[</span>the camp<span style=""background-color: hsl(125, 100%, 80%);"">]</b> to serve the order",doc_8135
"<h1>doc_8135</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>A gay man<span style=""background-color: hsl(0, 100%, 80%);"">]</b> stares provocatively at <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Aaron<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Aaron<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is appalled by <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>the man 's<span style=""background-color: hsl(0, 100%, 80%);"">]</b> staring<span style=""background-color: hsl(50, 100%, 80%);"">]</b> , as <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is ignorant to the human side of people being gay",doc_8135
"<b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>Another man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> starts heckling <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>the gay man<span style=""background-color: hsl(0, 100%, 80%);"">]</b> for <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> staring<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8135
"<b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>Eddie<span style=""background-color: hsl(75, 100%, 80%);"">]</b> feels sorry for <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>the gay man<span style=""background-color: hsl(0, 100%, 80%);"">]</b> , and is saddened by the fact that <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> lives in a time period where gay people ca n't be gay",doc_8135
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>The gay man<span style=""background-color: hsl(0, 100%, 80%);"">]</b> puckers <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> lips and doubles down on <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> advances",doc_8135
"<h1>doc_12679</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Barry<span style=""background-color: hsl(0, 100%, 80%);"">]</b> looked out in the rain at the situation",doc_5987
"Tom asked that <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Barry<span style=""background-color: hsl(0, 100%, 80%);"">]</b> stay back to avoid getting shot",doc_5987
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>The family in the building<span style=""background-color: hsl(25, 100%, 80%);"">]</b> were aghast at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the man that was shot<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_5987
"<b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>A small girl<span style=""background-color: hsl(75, 100%, 80%);"">]</b> was very concerned that <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>she<span style=""background-color: hsl(75, 100%, 80%);"">]</b> would n't see <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>her<span style=""background-color: hsl(75, 100%, 80%);"">]</b> family<span style=""background-color: hsl(25, 100%, 80%);"">]</b> again",doc_5987
"Unfortunately <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>Vin<span style=""background-color: hsl(50, 100%, 80%);"">]</b> was bleeding and would n't have much longer to live",doc_5987
"<h1>doc_10650</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> calls <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> to find out where <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is and when <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> can expect <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>him<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_5987
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> says <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is on <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>his<span style=""background-color: hsl(25, 100%, 80%);"">]</b> way and should be there in minutes",doc_5987
